ID_Producto,Codigo_Producto,Nombre_Producto,Categoria,Subcategoria,Color,Talla,Peso_Libras,Unidad_Medida,Linea_Producto,Clase_Producto,Estilo,Costo_Estandar,Precio_Lista,Margen_Bruto_$,Margen_Bruto_%,Stock_Actual,Valor_Inventario_Costo,Valor_Inventario_Precio_Lista,Ubicaciones_Disponibles,Estado_Inventario,Tipo_Adquisicion,Dias_Fabricacion,Punto_Reorden,Stock_Seguridad,Total_Ordenes_Historicas,Unidades_Vendidas_Historicas,Precio_Promedio_Vendido,Precio_Minimo_Vendido,Precio_Maximo_Vendido,Ingresos_Totales_Historicos,Descuento_Promedio_Historico_%,Descuento_Maximo_Historico_%,Descuento_Minimo_Sugerido_%,Descuento_Maximo_Sugerido_%,Indice_Rotacion,Dias_Desde_Ultima_Venta,Fecha_Inicio_Venta,Fecha_Fin_Venta,Fecha_Descontinuado,Primera_Venta_Real,Ultima_Venta_Real,Clasificacion_Ventas,Clasificacion_Margen,Precio_Con_Descuento_Minimo,Precio_Con_Descuento_Maximo,Rentabilidad_Unitaria_Min,Rentabilidad_Unitaria_Max,Potencial_Ingresos_Stock_Actual,Score_Prioridad_Venta
900,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,3.1,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,110,228,200.05,200.05,200.05,45611.86,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Alta_Demanda_Bajo_Stock,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.81
859,GL-H102-M,"Half-Finger Gloves, M",Clothing,Gloves,Black,M,,,S ,,U ,9.1593,24.49,15.33,62.59,0,0.0,0.0,1,Sin_Stock,Comprado_Externo,0,3,4,917,2798,19.94,12.95,24.49,45163.17,0.12,5.0,18.78,43.81,0,4142.0,2012-05-30,,,2013-01-28,2014-06-30,Alta_Demanda_Bajo_Stock,Margen_Alto,19.89,13.76,10.73,4.6,0.0,10.69
949,CS-4759,LL Crankset,Components,Cranksets,Black,,600.0,,,L ,,77.9176,175.49,97.57,55.59,885,68957.08,155308.65,3,Stock_Alto,Fabricado_Interno,1,375,500,176,426,105.29,105.29,105.29,44855.24,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,146.22,107.21,68.3,29.29,155308.65,10.24
945,FD-2342,Front Derailleur,Components,Derailleurs,Silver,,88.0,,,,,40.6216,91.49,50.87,55.59,853,34650.22,78040.97,3,Stock_Alto,Fabricado_Interno,1,375,500,257,813,54.87,53.06,54.89,44484.27,0.03,2.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,76.23,55.89,35.61,15.27,78040.97,10.18
896,FR-T67U-54,"LL Touring Frame - Blue, 54",Components,Touring Frames,Blue,54,3.14,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,99,211,200.05,200.05,200.05,42210.97,0.0,0.0,12.02,28.04,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.81
906,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,46,2.85,Centimeter,M ,M ,W ,199.3757,364.09,164.71,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,87,188,218.45,218.45,218.45,41069.35,0.0,0.0,13.57,31.66,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Medio,314.68,248.82,115.3,49.44,0.0,5.36
879,ST-1401,All-Purpose Bike Stand,Accessories,Bike Stands,,,,,M ,,,59.466,159.0,99.53,62.6,144,8563.1,22896.0,1,Stock_Medio,Comprado_Externo,0,3,4,249,249,159.0,159.0,159.0,39591.0,0.0,0.0,18.78,43.82,1,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,129.14,89.33,69.67,29.86,22896.0,13.98
996,BB-9108,HL Bottom Bracket,Components,Bottom Brackets,,,170.0,,,H ,,53.9416,121.49,67.55,55.59,970,52323.35,117845.3,3,Stock_Alto,Fabricado_Interno,1,375,500,218,543,72.89,72.89,72.89,39581.44,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,101.23,74.22,47.29,20.28,117845.3,10.41
937,PD-M562,HL Mountain Pedal,Components,Pedals,Silver/Black,,185.0,,M ,H ,,35.9596,80.99,45.03,55.59,503,18087.68,40737.97,3,Stock_Alto,Comprado_Externo,1,375,500,255,785,48.57,46.97,48.59,38018.33,0.03,2.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,67.48,49.48,31.52,13.52,40737.97,12.48
712,CA-1098,AWC Logo Cap,Clothing,Caps,Multi,,,,S ,,U ,6.9223,8.99,2.07,23.0,288,1993.62,2589.12,1,Stock_Alto,Comprado_Externo,0,3,4,2796,5718,8.19,4.5,8.99,38013.93,0.08,10.0,6.9,16.1,19,4142.0,2011-05-31,,,2013-01-28,2014-06-30,Estrella,Margen_Bajo,8.37,7.54,1.45,0.62,2589.12,56.39
929,TI-M602,ML Mountain Tire,Accessories,Tires and Tubes,,,,,M ,M ,,11.2163,29.99,18.77,62.59,669,7503.7,20063.31,2,Stock_Alto,Comprado_Externo,0,375,500,1161,1161,29.99,29.99,29.99,34818.39,0.0,0.0,18.78,43.81,1,4142.0,2013-05-30,,,2013-05-31,2014-06-30,Estrella,Margen_Alto,24.36,16.85,13.14,5.63,20063.31,15.03
809,HB-M763,ML Mountain Handlebars,Components,Handlebars,,,,,M ,M ,,27.4925,61.92,34.43,55.59,850,23368.63,52632.0,3,Stock_Alto,Fabricado_Interno,1,375,500,328,927,36.36,32.65,37.15,33604.37,0.01,2.0,16.68,38.91,1,4202.0,2012-05-30,,,2013-01-28,2014-05-01,Estrella,Margen_Alto,51.59,37.83,24.1,10.34,52632.0,13.17
833,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,40,2.22,Centimeter,R ,M ,W ,360.9428,594.83,233.89,39.32,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,46,96,346.32,324.45,356.9,33451.08,0.0,0.0,11.8,27.52,0,4385.0,2012-05-30,,,2013-02-28,2013-10-30,Normal,Margen_Medio,524.64,431.13,163.7,70.19,0.0,3.23
940,PD-R853,HL Road Pedal,Components,Pedals,Silver/Black,,149.0,,R ,H ,,35.9596,80.99,45.03,55.59,906,32579.4,73376.94,3,Stock_Alto,Comprado_Externo,1,375,500,264,676,48.59,48.59,48.59,32849.54,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,67.48,49.48,31.52,13.52,73376.94,10.28
858,GL-H102-S,"Half-Finger Gloves, S",Clothing,Gloves,Black,S,,,S ,,U ,9.1593,24.49,15.33,62.59,324,2967.61,7934.76,1,Stock_Alto,Comprado_Externo,0,3,4,782,1839,20.76,13.47,24.49,31559.56,0.03,5.0,18.78,43.81,5,4145.0,2012-05-30,,,2013-01-28,2014-06-27,Estrella,Margen_Alto,19.89,13.76,10.73,4.6,7934.76,26.33
870,WB-H098,Water Bottle - 30 oz.,Accessories,Bottles and Cages,,,,,S ,,,1.8663,4.99,3.12,62.59,252,470.31,1257.48,1,Stock_Alto,Comprado_Externo,0,3,4,4688,6815,4.8,2.5,4.99,28654.16,0.03,10.0,18.78,43.81,27,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,4.05,2.8,2.18,0.93,1257.48,92.2
933,TI-R982,HL Road Tire,Accessories,Tires and Tubes,,,,,R ,H ,,12.1924,32.6,20.41,62.6,527,6425.39,17180.2,2,Stock_Alto,Comprado_Externo,0,375,500,858,858,32.6,32.6,32.6,27970.8,0.0,0.0,18.78,43.82,1,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,26.48,18.31,14.29,6.12,17180.2,14.75
934,TI-T723,Touring Tire,Accessories,Tires and Tubes,,,,,T ,,,10.8423,28.99,18.15,62.59,482,5225.99,13973.18,2,Stock_Alto,Comprado_Externo,0,375,500,935,935,28.99,28.99,28.99,27105.65,0.0,0.0,18.78,43.81,1,4145.0,2013-05-30,,,2013-05-30,2014-06-27,Estrella,Margen_Alto,23.55,16.29,12.71,5.45,13973.18,14.65
813,HB-R956,HL Road Handlebars,Components,Handlebars,,,,,R ,H ,,53.3999,120.27,66.87,55.59,811,43307.32,97538.97,3,Stock_Alto,Fabricado_Interno,1,375,500,177,380,70.68,65.6,72.16,26929.55,0.0,0.0,16.68,38.91,0,4202.0,2012-05-30,,,2013-02-28,2014-05-01,Estrella,Margen_Alto,100.21,73.47,46.81,20.07,97538.97,10.09
894,RD-2308,Rear Derailleur,Components,Derailleurs,Silver,,215.0,,,,,53.9282,121.46,67.53,55.6,847,45677.19,102876.62,3,Stock_Alto,Fabricado_Interno,1,375,500,145,353,72.88,72.88,72.88,25725.23,0.0,0.0,16.68,38.92,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,101.2,74.19,47.27,20.26,102876.62,10.17
939,PD-R563,ML Road Pedal,Components,Pedals,Silver/Black,,168.0,,R ,M ,,27.568,62.09,34.52,55.59,494,13618.59,30672.46,3,Stock_Alto,Comprado_Externo,1,375,500,265,661,37.25,37.25,37.25,24624.89,0.0,0.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,51.73,37.93,24.16,10.36,30672.46,12.46
932,TI-R628,ML Road Tire,Accessories,Tires and Tubes,,,,,R ,M ,,9.3463,24.99,15.64,62.59,574,5364.78,14344.26,2,Stock_Alto,Comprado_Externo,0,375,500,926,926,24.99,24.99,24.99,23140.74,0.0,0.0,18.78,43.81,1,4142.0,2013-05-30,,,2013-05-31,2014-06-30,Estrella,Margen_Alto,20.3,14.04,10.95,4.69,14344.26,14.84
931,TI-R092,LL Road Tire,Accessories,Tires and Tubes,,,,,R ,L ,,8.0373,21.49,13.45,62.59,488,3922.2,10487.12,2,Stock_Alto,Comprado_Externo,0,375,500,1044,1044,21.49,21.49,21.49,22435.56,0.0,0.0,18.78,43.81,2,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,17.45,12.08,9.41,4.04,10487.12,17.67
736,FR-R38B-44,"LL Road Frame - Black, 44",Components,Road Frames,Black,44,2.32,Centimeter,R ,L ,U ,204.6251,337.22,132.59,39.31,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,54,113,196.54,183.94,202.33,22311.7,0.0,0.0,11.79,27.52,0,4202.0,2011-05-31,,,2013-02-28,2014-05-01,Normal,Margen_Medio,297.46,244.42,92.83,39.79,0.0,3.59
882,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,Yellow,M,,,S ,,U ,41.5723,53.99,12.42,23.0,0,0.0,0.0,1,Sin_Stock,Comprado_Externo,0,3,4,407,407,53.99,53.99,53.99,21973.93,0.0,0.0,6.9,16.1,0,4143.0,2013-05-30,,,2013-05-31,2014-06-29,Alta_Demanda_Bajo_Stock,Margen_Bajo,50.26,45.3,8.69,3.73,0.0,-1.19
810,HB-M918,HL Mountain Handlebars,Components,Handlebars,,,,,M ,H ,,53.3999,120.27,66.87,55.59,840,44855.92,101026.8,3,Stock_Alto,Fabricado_Interno,1,375,500,139,309,70.65,65.6,72.16,21845.4,0.0,0.0,16.68,38.91,0,4202.0,2012-05-30,,,2013-02-28,2014-05-01,Estrella,Margen_Alto,100.21,73.47,46.81,20.07,101026.8,10.15
928,TI-M267,LL Mountain Tire,Accessories,Tires and Tubes,,,,,M ,L ,,9.3463,24.99,15.64,62.59,609,5691.9,15218.91,2,Stock_Alto,Comprado_Externo,0,375,500,862,862,24.99,24.99,24.99,21541.38,0.0,0.0,18.78,43.81,1,4142.0,2013-05-30,,,2013-06-03,2014-06-30,Estrella,Margen_Alto,20.3,14.04,10.95,4.69,15218.91,14.91
713,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Clothing,Jerseys,Multi,S,,,S ,,U ,38.4923,49.99,11.5,23.0,144,5542.89,7198.56,1,Stock_Medio,Comprado_Externo,0,3,4,429,429,49.99,49.99,49.99,21445.71,0.0,0.0,6.9,16.1,2,4142.0,2011-05-31,,,2013-06-04,2014-06-30,Estrella,Margen_Bajo,46.54,41.94,8.05,3.45,7198.56,5.1
938,PD-R347,LL Road Pedal,Components,Pedals,Silver/Black,,189.0,,R ,L ,,17.9776,40.49,22.51,55.59,498,8952.84,20164.02,3,Stock_Alto,Comprado_Externo,1,375,500,309,868,24.29,24.29,24.29,21087.19,0.0,0.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,33.74,24.74,15.76,6.76,20164.02,12.47
860,GL-H102-L,"Half-Finger Gloves, L",Clothing,Gloves,Black,L,,,S ,,U ,9.1593,24.49,15.33,62.59,36,329.73,881.64,1,Stock_Bajo,Comprado_Externo,0,3,4,616,1096,21.7,14.13,24.49,20369.06,0.0,2.0,18.78,43.81,30,4142.0,2012-05-30,,,2013-02-28,2014-06-30,Alta_Demanda_Bajo_Stock,Margen_Alto,19.89,13.76,10.73,4.6,881.64,100.76
871,BC-M005,Mountain Bottle Cage,Accessories,Bottles and Cages,,,,,M ,,,3.7363,9.99,6.25,62.59,288,1076.05,2877.12,1,Stock_Alto,Comprado_Externo,0,3,4,2025,2025,9.99,9.99,9.99,20229.75,0.0,0.0,18.78,43.81,7,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,8.11,5.61,4.37,1.87,2877.12,32.27
877,CL-9009,Bike Wash - Dissolver,Accessories,Cleaners,,,,,S ,,,2.9733,7.95,4.98,62.6,36,107.04,286.2,1,Stock_Bajo,Comprado_Externo,0,3,4,1327,3319,6.94,3.98,7.95,18406.97,0.12,10.0,18.78,43.82,92,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Alta_Demanda_Bajo_Stock,Margen_Alto,6.46,4.47,3.49,1.5,286.2,286.77
910,SE-M940,HL Mountain Seat/Saddle,Components,Saddles,,,,,M ,H ,,23.3722,52.64,29.27,55.59,355,8297.13,18687.2,3,Stock_Alto,Comprado_Externo,1,375,500,222,519,31.58,31.58,31.58,16392.1,0.0,0.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,43.86,32.16,20.49,8.79,18687.2,12.18
907,RB-9231,Rear Brakes,Components,Brakes,Silver,,317.0,,,,,47.286,106.5,59.21,55.6,723,34187.78,76999.5,3,Stock_Alto,Comprado_Externo,1,375,500,113,246,63.9,63.9,63.9,15719.4,0.0,0.0,16.68,38.92,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,88.74,65.05,41.45,17.76,76999.5,9.92
921,TT-M928,Mountain Tire Tube,Accessories,Tires and Tubes,,,,,M ,,,1.8663,4.99,3.12,62.59,529,987.27,2639.71,2,Stock_Alto,Comprado_Externo,0,375,500,3095,3095,4.99,4.99,4.99,15444.05,0.0,0.0,18.78,43.81,5,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,4.05,2.8,2.18,0.93,2639.71,26.75
872,BC-R205,Road Bottle Cage,Accessories,Bottles and Cages,,,,,R ,,,3.3623,8.99,5.63,62.59,324,1089.39,2912.76,1,Stock_Alto,Comprado_Externo,0,3,4,1712,1712,8.99,8.99,8.99,15390.88,0.0,0.0,18.78,43.81,5,4145.0,2013-05-30,,,2013-05-30,2014-06-27,Estrella,Margen_Alto,7.3,5.05,3.94,1.69,2912.76,26.33
808,HB-M243,LL Mountain Handlebars,Components,Handlebars,,,,,M ,L ,,19.7758,44.54,24.76,55.59,859,16987.41,38259.86,3,Stock_Alto,Fabricado_Interno,1,375,500,199,549,26.23,24.29,26.72,14331.21,0.04,5.0,16.68,38.91,0,4202.0,2012-05-30,,,2013-01-28,2014-05-01,Estrella,Margen_Alto,37.11,27.21,17.33,7.43,38259.86,10.19
875,SO-R809-L,"Racing Socks, L",Clothing,Socks,White,L,,,R ,,U ,3.3623,8.99,5.63,62.59,288,968.34,2589.12,1,Stock_Alto,Comprado_Externo,0,3,4,604,2473,6.97,4.5,8.99,13784.59,0.35,10.0,18.78,43.81,8,4143.0,2013-05-30,,,2013-05-30,2014-06-29,Estrella,Margen_Alto,7.3,5.05,3.94,1.69,2589.12,35.27
916,SE-T924,HL Touring Seat/Saddle,Components,Saddles,,,,,T ,H ,,23.3722,52.64,29.27,55.59,989,23115.11,52060.96,3,Stock_Alto,Comprado_Externo,1,375,500,177,426,31.58,31.58,31.58,13454.78,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,43.86,32.16,20.49,8.79,52060.96,10.45
936,PD-M340,ML Mountain Pedal,Components,Pedals,Silver/Black,,215.0,,M ,M ,,27.568,62.09,34.52,55.59,507,13976.98,31479.63,3,Stock_Alto,Comprado_Externo,1,375,500,158,345,37.25,37.25,37.25,12852.63,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,51.73,37.93,24.16,10.36,31479.63,9.49
866,VE-C304-L,"Classic Vest, L",Clothing,Vests,Blue,L,,,S ,,U ,23.749,63.5,39.75,62.6,252,5984.75,16002.0,1,Stock_Alto,Comprado_Externo,0,3,4,201,207,62.74,38.1,63.5,12839.7,0.0,0.0,18.78,43.82,0,4142.0,2013-05-30,,,2013-06-04,2014-06-30,Estrella,Margen_Alto,51.57,35.67,27.82,11.92,16002.0,11.2
909,SE-M798,ML Mountain Seat/Saddle,Components,Saddles,,,,,M ,M ,,17.3782,39.14,21.76,55.59,422,7333.6,16517.08,3,Stock_Alto,Comprado_Externo,1,375,500,138,534,23.47,22.7,23.48,12497.17,0.04,2.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,32.61,23.91,15.23,6.53,16517.08,12.32
723,FR-R38B-60,"LL Road Frame - Black, 60",Components,Road Frames,Black,60,2.48,Centimeter,R ,L ,U ,204.6251,337.22,132.59,39.31,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,26,61,202.33,202.33,202.33,12342.25,0.0,0.0,11.79,27.52,0,4476.0,2011-05-31,,,2013-05-30,2013-07-31,Normal,Margen_Medio,297.46,244.42,92.83,39.79,0.0,3.04
994,BB-7421,LL Bottom Bracket,Components,Bottom Brackets,,,223.0,,,L ,,23.9716,53.99,30.02,55.59,814,19512.88,43947.86,3,Stock_Alto,Fabricado_Interno,1,375,500,150,378,32.39,32.39,32.39,12244.93,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,44.98,32.98,21.01,9.01,43947.86,10.1
947,HB-T928,HL Touring Handlebars,Components,Handlebars,,,,,T ,H ,,40.6571,91.57,50.91,55.59,792,32200.42,72523.44,3,Stock_Alto,Fabricado_Interno,1,375,500,109,220,54.94,54.94,54.94,12087.24,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,76.3,55.94,35.64,15.28,72523.44,10.06
935,PD-M282,LL Mountain Pedal,Components,Pedals,Silver/Black,,218.0,,M ,L ,,17.9776,40.49,22.51,55.59,512,9204.53,20730.88,3,Stock_Alto,Comprado_Externo,1,375,500,195,449,24.29,24.29,24.29,10908.01,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,33.74,24.74,15.76,6.76,20730.88,9.5
950,CS-6583,ML Crankset,Components,Cranksets,Black,,635.0,,,M ,,113.8816,256.49,142.61,55.59,905,103062.85,232123.45,3,Stock_Alto,Fabricado_Interno,1,375,500,28,68,153.89,153.89,153.89,10464.79,0.0,0.0,16.68,38.91,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Sobrestockeado,Margen_Alto,213.71,156.69,99.83,42.81,232123.45,9.73
922,TT-R982,Road Tire Tube,Accessories,Tires and Tubes,,,,,R ,,,1.4923,3.99,2.5,62.59,505,753.61,2014.95,2,Stock_Alto,Comprado_Externo,0,375,500,2376,2376,3.99,3.99,3.99,9480.24,0.0,0.0,18.78,43.81,4,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,3.24,2.24,1.75,0.75,2014.95,23.7
874,SO-R809-M,"Racing Socks, M",Clothing,Socks,White,M,,,R ,,U ,3.3623,8.99,5.63,62.59,252,847.3,2265.48,1,Stock_Alto,Comprado_Externo,0,3,4,593,1547,7.2,5.21,8.99,9387.15,0.02,2.0,18.78,43.81,6,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,7.3,5.05,3.94,1.69,2265.48,29.2
952,CH-0234,Chain,Components,Chains,Silver,,,,,,,8.9866,20.24,11.25,55.59,589,5293.11,11921.36,3,Stock_Alto,Comprado_Externo,1,375,500,250,774,12.14,11.74,12.14,9377.71,0.02,2.0,16.68,38.91,1,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,16.86,12.36,7.87,3.37,11921.36,12.65
873,PK-7098,Patch Kit/8 Patches,Accessories,Tires and Tubes,,,,,S ,,,0.8565,2.29,1.43,62.59,180,154.17,412.2,1,Stock_Medio,Comprado_Externo,0,3,4,3354,3865,2.25,1.33,2.29,8232.6,0.0,2.0,18.78,43.81,21,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,1.86,1.29,1.0,0.43,412.2,74.05
923,TT-T092,Touring Tire Tube,Accessories,Tires and Tubes,,,,,T ,,,1.8663,4.99,3.12,62.59,502,936.88,2504.98,2,Stock_Alto,Comprado_Externo,0,375,500,1488,1488,4.99,4.99,4.99,7425.12,0.0,0.0,18.78,43.81,2,4142.0,2013-05-30,,,2013-05-30,2014-06-30,Estrella,Margen_Alto,4.05,2.8,2.18,0.93,2504.98,17.7
902,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Components,Touring Frames,Yellow,58,3.16,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,20,36,200.05,200.05,200.05,7201.87,0.0,0.0,12.02,28.04,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.27
941,PD-T852,Touring Pedal,Components,Pedals,Silver/Black,,,,T ,,,35.9596,80.99,45.03,55.59,885,31824.25,71676.15,3,Stock_Alto,Comprado_Externo,1,375,500,71,147,48.59,48.59,48.59,7143.32,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Alto,67.48,49.48,31.52,13.52,71676.15,10.24
919,FR-M21S-48,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,48,3.0,Centimeter,M ,L ,U ,144.5938,264.05,119.46,45.23,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,16,44,158.43,158.43,158.43,6970.92,0.0,0.0,13.57,31.66,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Medio,228.22,180.45,83.63,35.86,0.0,4.82
908,SE-M236,LL Mountain Seat/Saddle,Components,Saddles,,,,,M ,L ,,12.0413,27.12,15.08,55.59,809,9741.41,21940.08,3,Stock_Alto,Comprado_Externo,1,375,500,153,347,16.27,15.73,16.27,5636.96,0.01,2.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Estrella,Margen_Alto,22.6,16.57,10.56,4.53,21940.08,10.09
903,FR-T67U-44,"LL Touring Frame - Blue, 44",Components,Touring Frames,Blue,44,3.02,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,14,25,200.05,200.05,200.05,5001.3,0.0,0.0,12.02,28.04,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.27
913,SE-R995,HL Road Seat/Saddle,Components,Saddles,,,,,R ,H ,,23.3722,52.64,29.27,55.59,467,10914.82,24582.88,3,Stock_Alto,Comprado_Externo,1,375,500,60,134,31.58,31.58,31.58,4232.26,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Normal,Margen_Alto,43.86,32.16,20.49,8.79,24582.88,9.41
898,FR-T67U-62,"LL Touring Frame - Blue, 62",Components,Touring Frames,Blue,62,3.2,Centimeter,T ,L ,U ,199.8519,333.42,133.57,40.06,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,9,15,200.05,200.05,200.05,3000.78,0.0,0.0,12.02,28.04,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Medio,293.34,239.93,93.49,40.08,0.0,3.27
811,HB-R504,LL Road Handlebars,Components,Handlebars,,,,,R ,L ,,19.7758,44.54,24.76,55.59,831,16433.69,37012.74,3,Stock_Alto,Fabricado_Interno,1,375,500,53,102,26.72,26.72,26.72,2725.85,0.0,0.0,16.68,38.91,0,4476.0,2012-05-30,,,2013-05-30,2013-07-31,Normal,Margen_Alto,37.11,27.21,17.33,7.43,37012.74,9.59
927,FR-M21B-52,"LL Mountain Frame - Black, 52",Components,Mountain Frames,Black,52,3.04,Centimeter,M ,L ,U ,136.785,249.79,113.01,45.24,0,0.0,0.0,0,Sin_Stock,Fabricado_Interno,1,375,500,9,15,149.87,149.87,149.87,2248.11,0.0,0.0,13.57,31.67,0,4507.0,2013-05-30,,,2013-05-30,2013-06-30,Normal,Margen_Medio,215.89,170.68,79.1,33.9,0.0,4.76
915,SE-T762,ML Touring Seat/Saddle,Components,Saddles,,,,,T ,M ,,17.3782,39.14,21.76,55.59,402,6986.04,15734.28,3,Stock_Alto,Comprado_Externo,1,375,500,41,84,23.48,23.48,23.48,1972.66,0.0,0.0,16.68,38.91,0,4202.0,2013-05-30,,,2013-05-30,2014-05-01,Sobrestockeado,Margen_Alto,32.61,23.91,15.23,6.53,15734.28,9.28
946,HB-T721,LL Touring Handlebars,Components,Handlebars,,,,,T ,L ,,20.464,46.09,25.63,55.59,802,16412.13,36964.18,3,Stock_Alto,Fabricado_Interno,1,375,500,30,56,27.65,27.65,27.65,1548.62,0.0,0.0,16.68,38.91,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Sobrestockeado,Margen_Alto,38.4,28.16,17.94,7.7,36964.18,9.53
942,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,Silver,38,2.73,Centimeter,M ,M ,W ,199.3757,364.09,164.71,45.23,826,164684.33,300738.34,6,Stock_Alto,Fabricado_Interno,2,375,500,5,7,218.45,218.45,218.45,1529.18,0.0,0.0,13.57,31.66,0,4507.0,2013-05-30,,,2013-05-30,2013-06-30,Sobrestockeado,Margen_Medio,314.68,248.82,115.3,49.44,300738.34,6.41
914,SE-T312,LL Touring Seat/Saddle,Components,Saddles,,,,,T ,L ,,12.0413,27.12,15.08,55.59,801,9645.08,21723.12,3,Stock_Alto,Comprado_Externo,1,375,500,43,91,16.27,16.27,16.27,1480.75,0.0,0.0,16.68,38.91,0,4476.0,2013-05-30,,,2013-05-30,2013-07-31,Sobrestockeado,Margen_Alto,22.6,16.57,10.56,4.53,21723.12,9.53
